id,type,name,highway,point_count,coordinates
way/174933445,LineString,彩和坊路,tertiary,28,"116.3030101,39.9744351;116.3030094,39.9745016;116.3030059,39.9745748;116.3030035,39.9746301;116.3029525,39.9758006;116.302945,39.9759754;116.3029285,39.9763612;116.3029255,39.9764323;116.3029006,39.9765828;116.3028501,39.9767369;116.3027785,39.9768814;116.3024241,39.977621;116.3023585,39.977758;116.3023421,39.9778592;116.3022885,39.9787355;116.3022839,39.978818;116.3022792,39.9789048;116.3022358,39.9797095;116.3022281,39.979852;116.302209,39.9809707;116.3022071,39.9810878;116.3022079,39.9811705;116.3022197,39.9819242;116.3022312,39.9826586;116.3022374,39.9830525;116.3022409,39.9833678;116.3022438,39.9836346;116.3022478,39.9837136"
way/177353867,LineString,中关村北一条,residential,21,"116.3119313,39.9861265;116.3122246,39.9861499;116.3123818,39.9861551;116.3131335,39.9862222;116.3133574,39.98624;116.3137547,39.9862717;116.3144283,39.9863191;116.3151419,39.9863821;116.3156058,39.9864209;116.3156889,39.9864256;116.3174015,39.9864913;116.317486,39.9864945;116.3192745,39.9865543;116.3197573,39.9865724;116.320977,39.9866182;116.3215407,39.986708;116.3228101,39.9867442;116.3238987,39.9867753;116.3267482,39.9868566;116.3268142,39.9868585;116.3269406,39.9868621"
way/177353870,LineString,北四环西路,tertiary,9,"116.3269155,39.9849662;116.32516,39.9848787;116.324661,39.9848581;116.324022,39.984837;116.3235569,39.9848162;116.3232227,39.9848029;116.322877,39.9847921;116.322755,39.9847883;116.321115,39.9847369"
way/177353873,LineString,海淀路,tertiary,16,"116.2995435,39.9849609;116.2996793,39.9849871;116.2997309,39.9849971;116.302438,39.9850733;116.3025878,39.9850775;116.3041961,39.9851228;116.3054664,39.9851586;116.3057086,39.9851654;116.3063195,39.9851819;116.3064276,39.9851848;116.3065927,39.9851909;116.3072909,39.9852081;116.3085729,39.9852187;116.3097152,39.9851729;116.3098822,39.9851767;116.309919,39.9851769"
way/177353880,LineString,科院北一街,residential,4,"116.317486,39.9864945;116.3176177,39.9855386;116.3176958,39.9847453;116.3177089,39.9846313"
way/182047057,LineString,新建宫门路,tertiary,7,"116.2749578,39.9893137;116.2799207,39.98916;116.2867094,39.9889497;116.288678,39.9888961;116.2920338,39.9888046;116.2929624,39.9887793;116.2930711,39.9887763"
way/188712672,LineString,,footway,2,"116.2994076,39.9871864;116.3003875,39.9872114"
way/189632170,LineString,,residential,2,"116.299838,39.9798035;116.2997495,39.9798004"
way/189632272,LineString,,residential,12,"116.2956513,39.9737234;116.2952802,39.9777028;116.2952776,39.9777419;116.2952752,39.9777774;116.2952721,39.9778251;116.2951171,39.9794707;116.2949686,39.9810466;116.294966,39.9810738;116.2948187,39.9826377;116.2948064,39.9828183;116.2948347,39.982923;116.294894,39.9830336"
way/189799117,LineString,,tertiary_link,2,"116.2945863,39.9827883;116.2938725,39.9827283"
way/191049869,LineString,港沟街,residential,7,"116.2997495,39.9798004;116.2996502,39.9797969;116.2995823,39.9797945;116.298393,39.979724;116.2976487,39.9796979;116.2958336,39.9795385;116.2951171,39.9794707"
way/191050695,LineString,善缘街,secondary,33,"116.3076792,39.9826614;116.3076282,39.9824775;116.3076356,39.9821979;116.3076391,39.9820679;116.3076861,39.9813695;116.3076937,39.9812569;116.3076986,39.9811912;116.3076665,39.9808696;116.3075855,39.9805642;116.3073806,39.9802091;116.3073699,39.9801906;116.3073484,39.9801533;116.3073064,39.9801042;116.3072983,39.9800947;116.3072096,39.9800166;116.3069437,39.9797827;116.3068794,39.9797262;116.3068309,39.9796943;116.3067537,39.9796436;116.3063589,39.9793843;116.3060339,39.9792549;116.3059019,39.9792023;116.3054941,39.9790836;116.3051171,39.979006;116.3049769,39.9789771;116.3048913,39.9789661;116.3043183,39.9789446;116.3036271,39.9789248;116.3035064,39.9789214;116.3031558,39.9789143;116.3024033,39.9789061;116.3022792,39.9789048;116.3021832,39.9789037"
way/191050697,LineString,北四环西路辅路,tertiary,12,"116.2995594,39.9836355;116.2997245,39.9836456;116.2997558,39.9836467;116.2997839,39.9836477;116.2999169,39.9836524;116.3003046,39.9836683;116.3020377,39.9837065;116.3022478,39.9837136;116.3032799,39.9837387;116.3034926,39.9837448;116.3041207,39.9837504;116.3044399,39.9837607"
way/192457614,LineString,莺房胡同,residential,3,"116.306563,39.983826;116.3066061,39.9827939;116.306634,39.9820455"
way/192581741,LineString,中关村广场步行街,pedestrian,8,"116.3065754,39.9794237;116.3070946,39.9788999;116.3074642,39.9787495;116.3090648,39.9780985;116.3092698,39.978015;116.3097473,39.9778208;116.3099246,39.9777487;116.3099231,39.977646"
way/194922778,LineString,海淀大街,secondary,24,"116.2997635,39.9810677;116.2998443,39.9810684;116.3008135,39.9810768;116.3019363,39.9810866;116.3020657,39.9810877;116.3022071,39.9810878;116.302816,39.9811142;116.3032672,39.9810981;116.3034061,39.9810931;116.3047177,39.9810755;116.3047425,39.981075;116.3049032,39.981073;116.3050041,39.9810814;116.3051546,39.9810875;116.3063577,39.9811366;116.3065418,39.9811441;116.307531,39.9811844;116.3076986,39.9811912;116.3077978,39.9811904;116.3087291,39.9812147;116.3089646,39.9812209;116.309654,39.981224;116.3102555,39.9812265;116.310441,39.9812292"
way/194922781,LineString,北四环西路,tertiary,11,"116.2993784,39.9841551;116.2992483,39.9841449;116.29918,39.9841395;116.2991395,39.9841363;116.2984728,39.9840899;116.2976289,39.9841327;116.2974128,39.9841436;116.296969,39.9841584;116.2965737,39.9841588;116.2964516,39.9841589;116.2952078,39.9841602"
way/194922782,LineString,苏州街,secondary,12,"116.2997635,39.9810677;116.2997609,39.981163;116.2997568,39.981314;116.2997054,39.9819592;116.2997031,39.9820364;116.2996749,39.9822387;116.2996495,39.9824207;116.2995974,39.9827959;116.2995498,39.9834609;116.2995519,39.9834987;116.2995526,39.9835118;116.2995594,39.9836355"
way/194922783,LineString,苏州街,secondary,22,"116.2996688,39.9810648;116.299683,39.9808577;116.2996975,39.9806093;116.299738,39.9799184;116.2997422,39.9798718;116.2997495,39.9798004;116.2997586,39.9796887;116.2997621,39.9796492;116.2998628,39.9783064;116.2998817,39.9780535;116.299902,39.9777842;116.2999078,39.9777068;116.299919,39.9775579;116.2999767,39.9766206;116.2999824,39.976487;116.300025,39.975485;116.3000854,39.9746248;116.30009,39.9745582;116.3000905,39.9745505;116.3000942,39.9744969;116.3000963,39.9744658;116.3000987,39.9744312"
way/208170382,LineString,中关村创业大街,pedestrian,2,"116.3009999,39.9811657;116.3009821,39.9812296"
way/210641901,LineString,,footway,12,"116.3023107,40.0001231;116.3021253,40.000133;116.3014654,40.0000472;116.3012289,39.9999518;116.3012331,39.9998564;116.301328,39.9996956;116.3014907,39.9996333;116.3018313,39.9997091;116.3020778,39.9997248;116.3023038,39.9999182;116.3023214,40.0000733;116.3023107,40.0001231"
way/210641902,LineString,,footway,7,"116.3058979,39.9996567;116.3060981,39.9997077;116.3062887,39.9997786;116.3063042,39.9997803;116.3063221,39.9997861;116.3065392,39.9997882;116.3067198,39.9998281"
way/210641904,LineString,,footway,18,"116.3030871,40.0029584;116.3030734,40.0029202;116.3030765,40.0028372;116.3030421,40.0027106;116.3028715,40.0024999;116.3027584,40.0022564;116.3028444,40.0020614;116.3029413,40.002055;116.3031115,40.0020582;116.3031409,40.0020854;116.3031903,40.0021313;116.3031862,40.0023443;116.303265,40.0024142;116.3032609,40.0024842;116.3032584,40.0025345;116.3032369,40.0026248;116.3031876,40.0027014;116.3030421,40.0027106"
way/210641906,LineString,,footway,16,"116.3045078,40.0017507;116.3044084,40.0018577;116.3044289,40.0019746;116.3044377,40.0022466;116.3043791,40.0024197;116.3043263,40.0024828;116.3042587,40.0025635;116.3041854,40.0026871;116.3041531,40.0027905;116.303977,40.0028737;116.3039536,40.0029367;116.3040034,40.0029569;116.3041531,40.0029951;116.3041824,40.0030558;116.3041856,40.0031558;116.3042955,40.0032676"
way/210641907,LineString,,footway,21,"116.3045078,40.0017507;116.3045815,40.0018005;116.3047175,40.001892;116.3047471,40.0020456;116.3047328,40.0022493;116.3046812,40.0024577;116.3046384,40.0025202;116.3045936,40.0025865;116.3045756,40.0026702;116.304582,40.0027399;116.3047003,40.00285;116.3047043,40.0029209;116.3047796,40.0029641;116.3048132,40.003149;116.3049088,40.0033648;116.3049025,40.0034921;116.3049027,40.0035782;116.3049204,40.0036345;116.3049412,40.003685;116.3050383,40.003763;116.3050629,40.0038116"
way/210641908,LineString,,footway,17,"116.3056035,39.9993167;116.3054894,39.9992765;116.3054687,39.9991875;116.3053691,39.9991017;116.3051533,39.9990603;116.3049084,39.9990889;116.30473,39.999054;116.3045723,39.9990699;116.3044768,39.9990985;116.3043648,39.9991652;116.304261,39.9992574;116.3041614,39.9992733;116.3041199,39.9992415;116.3041656,39.9990667;116.3042942,39.9988537;116.304315,39.9987647;116.3042361,39.998752"
way/210641909,LineString,,footway,2,"116.302542,40.0000975;116.3026032,40.0002294"
way/210641910,LineString,,footway,2,"116.3058004,39.9999447;116.3058979,39.9996567"
way/210641911,LineString,,footway,2,"116.3035762,40.0012142;116.3033891,40.0012046"
way/210641913,LineString,,footway,2,"116.3039581,40.0001603;116.3040079,40.0000141"
way/210641914,LineString,,footway,2,"116.3053044,40.000215;116.304791,40.0001337"
way/210641915,LineString,,footway,2,"116.3026032,40.0002294;116.3024464,40.0002802"
way/210641916,LineString,,footway,2,"116.3024464,40.0002802;116.3023107,40.0001231"
way/210641919,LineString,,footway,2,"116.3033854,40.0015241;116.3033771,40.0017053"
way/210641921,LineString,,footway,2,"116.3045898,40.0015574;116.3045078,40.0017507"
way/210641922,LineString,,footway,2,"116.3046661,40.0013501;116.3043826,40.0013005"
way/210641923,LineString,,footway,2,"116.3019841,40.0014835;116.3020634,40.0014038"
way/210641925,LineString,,footway,2,"116.3027541,39.9998953;116.3037125,40.0000262"
way/210641927,LineString,,footway,2,"116.3028057,40.0016586;116.3028006,40.0015008"
way/210641928,LineString,,footway,2,"116.30362,40.0001108;116.3035911,40.0002167"
way/210641930,LineString,,footway,2,"116.3066339,40.000052;116.3064405,40.000023"
way/210641932,LineString,,footway,3,"116.303236,40.0019946;116.3032194,40.0018865;116.3032484,40.0017117"
way/210641933,LineString,,footway,3,"116.3064405,40.000023;116.3064978,39.9999135;116.3065392,39.9997882"
way/210641934,LineString,,footway,3,"116.3028006,40.0015008;116.302821,40.0014097;116.3028362,40.0012312"
way/210641935,LineString,,footway,4,"116.3063193,39.999905;116.3062678,40.0000687;116.3062752,40.0000974;116.3062556,40.0001601"
way/210641936,LineString,,footway,3,"116.3063502,39.9998842;116.3064978,39.9999135;116.3066752,39.9999541"
way/210641939,LineString,,footway,3,"116.3033771,40.0017053;116.3033265,40.002001;116.303265,40.0024142"
way/210641942,LineString,,footway,4,"116.3059017,40.0001202;116.3058967,40.0000677;116.3059355,39.9999722;116.3059421,39.999956"
way/210641943,LineString,,footway,4,"116.3033771,40.0017053;116.3032484,40.0017117;116.3028141,40.0017242;116.3028057,40.0016586"
way/210641945,LineString,,footway,5,"116.3019841,40.0014835;116.3021861,40.0015312;116.3024475,40.0015177;116.3028006,40.0015008;116.3033854,40.0015241"
way/210641946,LineString,,footway,5,"116.3043826,40.0013005;116.3043526,40.0014576;116.3042734,40.0014935;116.3041296,40.0014845;116.3040651,40.0014036"
way/210641947,LineString,,footway,5,"116.3030036,40.0012403;116.3031073,40.000758;116.3028666,40.0005418;116.3026825,40.0003234;116.3026032,40.0002294"
way/210641948,LineString,,footway,6,"116.304791,40.0001337;116.3047556,40.0002352;116.3044853,40.0001778;116.3045531,39.9999905;116.3048234,40.0000479;116.304791,40.0001337"
way/210641951,LineString,,footway,6,"116.3043826,40.0013005;116.3041413,40.0012728;116.3040262,40.0012195;116.3038802,40.0011743;116.3037638,40.0012777;116.3035762,40.0012142"
way/210641954,LineString,,footway,6,"116.3039307,40.0002061;116.3035356,40.0002619;116.3032487,40.0003093;116.3029963,40.0002688;116.3027263,40.0002846;116.3026825,40.0003234"
way/210641955,LineString,,footway,4,"116.3005049,39.9980186;116.301433,39.9982395;116.3018249,39.9983328;116.3021354,39.9984067"
way/210641956,LineString,,footway,10,"116.3020634,40.0014038;116.3020858,40.0009737;116.3023568,40.0008339;116.302417,40.0007252;116.3024087,40.0006205;116.3023675,40.0004749;116.3023236,40.0003769;116.3023318,40.0003611;116.3023709,40.0003299;116.3024464,40.0002802"
way/210641958,LineString,,footway,6,"116.3018001,40.002303;116.3018125,40.0021408;116.3019287,40.0020168;116.3019163,40.0019469;116.3019785,40.0018579;116.3018084,40.0016926"
way/210641960,LineString,,footway,6,"116.3034476,40.0007293;116.3036717,40.0006244;116.3039083,40.0003002;116.3039124,40.0002366;116.3039307,40.0002061;116.3039581,40.0001603"
way/210641964,LineString,,footway,7,"116.3063221,39.9997861;116.3063502,39.9998842;116.3063193,39.999905;116.3062239,39.9998884;116.3062134,39.9998609;116.3060645,39.99983;116.3060981,39.9997077"
way/210641965,LineString,,footway,5,"116.305442,40.0000611;116.3058004,39.9999447;116.3059421,39.999956;116.3059593,39.9998986;116.3060645,39.99983"
way/210641968,LineString,,footway,7,"116.3041413,40.0012728;116.3040651,40.0014036;116.3040122,40.0014913;116.3038714,40.0015115;116.3037775,40.0014755;116.3037481,40.0013924;116.3037638,40.0012777"
way/210641971,LineString,,footway,8,"116.3025356,39.9985019;116.3024652,39.9987357;116.3023507,39.9989223;116.3022654,39.9992781;116.3022891,39.9995675;116.3023124,39.9996598;116.3024704,39.9999433;116.302542,40.0000975"
way/210641972,LineString,,footway,8,"116.3035911,40.0002167;116.3035356,40.0002619;116.3035265,40.0003479;116.3035223,40.000421;116.3035016,40.0006117;116.3034476,40.0007293;116.3033891,40.0012046;116.3033854,40.0015241"
way/210641973,LineString,,footway,9,"116.3033891,40.0012046;116.3030036,40.0012403;116.3028362,40.0012312;116.3026398,40.0012263;116.3025261,40.0012806;116.3024527,40.0012874;116.3024202,40.0013558;116.3021367,40.0013856;116.3020634,40.0014038"
way/210641974,LineString,,footway,9,"116.303265,40.0024142;116.3033563,40.0023665;116.3040369,40.0023316;116.3041116,40.0021059;116.3037298,40.0020296;116.3033265,40.002001;116.303236,40.0019946;116.3032277,40.0020391;116.3031409,40.0020854"
way/210641976,LineString,,footway,2,"116.3063439,39.9996276;116.3066471,39.9997188"
way/210641977,LineString,,footway,6,"116.3040079,40.0000141;116.3041282,39.9998774;116.3040577,39.9997724;116.3040535,39.9994959;116.304012,39.9993401;116.3038887,39.9993082"
way/210654620,LineString,,footway,5,"116.292491,40.0018038;116.2946542,40.0019944;116.2946581,40.0028208;116.2946701,40.0028939;116.2947261,40.003236"
way/226621262,LineString,,service,3,"116.3214935,39.9935527;116.3224468,39.9935952;116.3226648,39.9936049"
way/226625386,LineString,,service,3,"116.3158359,39.9974202;116.3136815,39.9973025;116.3129873,39.9972646"
way/226625491,LineString,,service,4,"116.3181961,39.994425;116.3183159,39.9933529;116.3158013,39.9932048;116.3151421,39.993166"
way/226626541,LineString,,cycleway,2,"116.3208165,40.0016005;116.3201555,40.0015549"
way/226628306,LineString,,service,3,"116.3199096,39.9983369;116.3201415,39.9988215;116.3202312,39.999362"
way/226628307,LineString,,service,6,"116.3199096,39.9983369;116.320725,39.998325;116.320948,39.9983183;116.3217566,39.9982979;116.3218911,39.9982945;116.3219414,39.9982932"
way/226633273,LineString,,service,2,"116.3208154,39.9970965;116.3219417,39.9971338"
way/226633384,LineString,,service,2,"116.3208348,39.9974821;116.3218891,39.9974903"
way/226633385,LineString,,service,4,"116.319517,39.9979819;116.3198904,39.9979643;116.3208884,39.9979165;116.3218552,39.9978558"
way/226633386,LineString,,service,5,"116.3199096,39.9983369;116.319907,39.9982859;116.3198904,39.9979643;116.3198304,39.9974941;116.3199592,39.9967544"
way/226633489,LineString,,service,3,"116.3182788,39.9996222;116.3182817,39.9995294;116.3182816,39.9995075"
way/226666912,LineString,,footway,7,"116.317366,40.0020412;116.3172938,40.0020191;116.3172016,40.0019909;116.3170302,40.0019263;116.3166775,40.0019198;116.3166024,40.0019574;116.3159926,40.001934"
way/226668053,LineString,,service,8,"116.3156658,39.9998485;116.3159959,39.9999243;116.3161019,39.9999486;116.3164776,39.999969;116.3165336,39.9999721;116.317004,39.9999977;116.316974,40.0005391;116.3169715,40.0005849"
way/226669473,LineString,,service,2,"116.3178661,39.9979226;116.319286,39.997868"
way/226669474,LineString,,service,4,"116.3186364,39.9974866;116.3186032,39.9970041;116.3187466,39.9969745;116.3193488,39.9969595"
way/226669477,LineString,,service,2,"116.3178163,39.9970584;116.3186032,39.9970041"
way/226671264,LineString,,service,8,"116.3187478,39.9964574;116.3188696,39.9959925;116.3191606,39.9945497;116.319215,39.994244;116.3194469,39.994268;116.3195085,39.9940112;116.3196963,39.9938427;116.3203695,39.9938379"
way/226671305,LineString,,service,2,"116.3178838,39.9958369;116.3188696,39.9959925"
way/226671309,LineString,,service,3,"116.3182876,39.9991429;116.3194906,39.9991093;116.3194354,39.998335"
way/226681865,LineString,,service,2,"116.3129001,39.9978317;116.3157845,39.9980117"
way/226681985,LineString,,cycleway,2,"116.3124274,40.0005396;116.3121766,40.0004828"
way/226682597,LineString,,service,2,"116.3111785,40.0004019;116.3105881,40.0003441"
way/226682598,LineString,,service,2,"116.3105881,40.0003441;116.3100201,40.0003121"
way/226682704,LineString,,service,4,"116.3113472,39.9994262;116.310731,39.9993821;116.3101348,39.9993338;116.309952,39.9993217"
way/226700741,LineString,,service,13,"116.2976139,39.9996015;116.2974882,39.9995926;116.2969706,39.9995557;116.2969027,39.9995509;116.2968976,39.9995972;116.2968617,39.9999241;116.2968089,40.0004043;116.2967981,40.0005028;116.2967779,40.0006861;116.2971782,40.0007095;116.2972349,40.0007128;116.2976648,40.0007379;116.2977013,40.00074"
way/226703690,LineString,,service,2,"116.3095108,39.9908035;116.3096421,39.9908058"
way/226703721,LineString,成府园南路,residential,7,"116.3063146,39.9916188;116.3063652,39.991633;116.3071531,39.9916729;116.3077663,39.9916982;116.3078522,39.9917029;116.3090208,39.9917546;116.3092297,39.991764"
way/226703722,LineString,,service,2,"116.3094006,39.9917638;116.3095618,39.9917752"
way/226936263,LineString,,service,2,"116.320725,39.998325;116.3207863,39.9992477"
way/229699729,LineString,,tertiary_link,4,"116.2994076,39.9836246;116.2995196,39.9836296;116.2995378,39.9836305;116.2995594,39.9836355"
way/229699730,LineString,北四环西路辅路,tertiary,2,"116.3100646,39.9839321;116.3103026,39.983938"
way/235466190,LineString,中关村北大街,service,27,"116.3122971,40.0113687;116.3123078,40.0112778;116.3123131,40.011233;116.3125955,40.0088439;116.3127459,40.0077799;116.3130062,40.0060033;116.3130036,40.0057342;116.3129327,40.0055125;116.3127934,40.0053144;116.3125705,40.0051097;116.3122427,40.0049784;116.311885,40.0049201;116.310942,40.004832;116.3107595,40.0048087;116.3104398,40.0047292;116.3100878,40.004571;116.3097356,40.0043556;116.309459,40.0041162;116.309256,40.0038458;116.3091627,40.0036728;116.3091231,40.0035994;116.3090908,40.0034985;116.3090294,40.0033064;116.3090133,40.0031972;116.3090153,40.0030087;116.3090275,40.0022897;116.3090263,40.0017886"
way/236198639,LineString,苏州街,secondary,24,"116.3002359,39.9744419;116.3002322,39.9744696;116.3002271,39.9745075;116.3002172,39.9745813;116.3002128,39.9746134;116.3002101,39.9746341;116.3001832,39.975075;116.3001537,39.9751932;116.3000004,39.9775617;116.29999,39.9777092;116.2999846,39.9777863;116.299966,39.9780522;116.2999467,39.978418;116.299939,39.9785648;116.2999378,39.9785876;116.2999146,39.9787568;116.2998493,39.9796441;116.2998458,39.979692;116.299838,39.9798035;116.2998322,39.9798767;116.2998292,39.9799184;116.2997688,39.9808741;116.2997651,39.9810104;116.2997635,39.9810677"
way/237011435,LineString,中关村北大街,primary,15,"116.3095453,39.992919;116.3094675,39.9939607;116.3094547,39.9940965;116.3094284,39.994384;116.309424,39.9944326;116.3094074,39.9945995;116.3094034,39.9946426;116.3092875,39.9957988;116.3092577,39.9961484;116.3092438,39.9962847;116.3092345,39.996365;116.3092292,39.9964104;116.3091334,39.9972902;116.3091265,39.9975288;116.3091142,39.9979528"
way/237011436,LineString,中关村北大街,primary,2,"116.3091142,39.9979528;116.3091251,39.9982551"
way/237011437,LineString,中关村北大街,primary,4,"116.3098897,39.9896208;116.3098036,39.9905982;116.3097981,39.9906461;116.309791,39.9907458"
way/237011438,LineString,,cycleway,4,"116.3097584,39.9925688;116.309649,39.9930758;116.3095934,39.9938089;116.3094675,39.9939607"
way/237011439,LineString,,cycleway,3,"116.3094034,39.9946426;116.3095553,39.9947531;116.3094539,39.9957902"
way/237011440,LineString,,cycleway,3,"116.3091142,39.9979528;116.3091993,39.9980647;116.3092074,39.9982562"
way/237011442,LineString,燕东园北小街,unclassified,9,"116.3092875,39.9957988;116.3094539,39.9957902;116.3098948,39.9958382;116.3100906,39.9958579;116.3101831,39.9958812;116.3102717,39.9959364;116.3103616,39.9960128;116.3104502,39.9960827;116.3105367,39.9962052"
way/237011443,LineString,颐和园路,tertiary,18,"116.2995435,39.9849609;116.2995323,39.9850093;116.2995093,39.9851091;116.2995026,39.9851341;116.2993784,39.9860243;116.2993464,39.9862536;116.2993336,39.9863704;116.2993293,39.9864025;116.29932,39.9864828;116.2991544,39.9874505;116.2988255,39.9893723;116.2988233,39.9894098;116.2988186,39.9894926;116.2988127,39.9895945;116.2988099,39.9896424;116.2987021,39.9903746;116.2986919,39.9904438;116.2986565,39.9908872"
way/237950580,LineString,北四环西路,tertiary,5,"116.2906788,39.98239;116.2916551,39.9825778;116.2934384,39.9828357;116.2937398,39.9828804;116.2938562,39.9829014"
way/237950581,LineString,北四环西路,tertiary,2,"116.2938562,39.9829014;116.2944706,39.9829743"
way/237950956,LineString,,trunk_link,2,"116.2934358,39.9818807;116.2936285,39.9817493"
way/237950957,LineString,,trunk_link,3,"116.2924046,39.9824604;116.2932184,39.9820024;116.2934358,39.9818807"
way/237950958,LineString,,trunk_link,7,"116.2926699,39.9825696;116.2926316,39.9826239;116.2925984,39.9826783;116.2925799,39.9827288;116.2925612,39.9828045;116.2925548,39.9828705;116.2925586,39.9829443"
way/237950959,LineString,,trunk_link,12,"116.2937815,39.9824973;116.2937018,39.9824461;116.2936207,39.9823987;116.2935314,39.9823633;116.2934369,39.9823397;116.2933226,39.9823285;116.293237,39.9823272;116.2931241,39.9823381;116.2929806,39.9823705;116.292906,39.9823999;116.292806,39.9824489;116.2926699,39.9825696"
way/240825479,LineString,,construction,25,"116.2970651,39.9877813;116.2965768,39.9877397;116.2965106,39.9877172;116.2964432,39.9876706;116.2963514,39.9876013;116.2962861,39.9875641;116.2961856,39.9875393;116.2961316,39.9875167;116.2960937,39.9874772;116.2963107,39.9861756;116.2963422,39.9861358;116.2963946,39.9860893;116.2965031,39.9860651;116.296663,39.9860564;116.2967247,39.9860531;116.2969497,39.9860765;116.297288,39.9861344;116.2973543,39.9861581;116.2974207,39.9861818;116.2974806,39.9862272;116.2975275,39.986272;116.2975984,39.9862997;116.297705,39.9863212;116.2977716,39.9863899;116.2983049,39.9864353"
way/240825486,LineString,学宿路,residential,12,"116.3006577,39.9860121;116.3011699,39.9860252;116.3017116,39.986039;116.3022889,39.9860538;116.3024061,39.9860568;116.3025418,39.9860603;116.3029174,39.9860699;116.3034648,39.9860839;116.3038843,39.9860959;116.3043961,39.9861106;116.3053872,39.9861331;116.3060528,39.9861604"
way/240825488,LineString,新太阳西路,service,5,"116.3043961,39.9861106;116.3043634,39.9866422;116.3043368,39.9870757;116.3043071,39.9875503;116.3042782,39.987858"
way/240825490,LineString,小西门内大街,residential,13,"116.3043634,39.9866422;116.3037726,39.9866235;116.3034283,39.9866116;116.3028499,39.9865915;116.3024315,39.9865839;116.3023719,39.9866009;116.3023044,39.9865985;116.3021116,39.9865918;116.3019941,39.9865877;116.3017143,39.9865779;116.3011578,39.9865584;116.3003918,39.9865122;116.2995117,39.9864681"
way/240825492,LineString,勺园路,residential,24,"116.3003918,39.9865122;116.3003903,39.9867507;116.3003895,39.9868888;116.3003891,39.986961;116.3003875,39.9872114;116.3003869,39.9873111;116.3003863,39.9874102;116.3003862,39.9874267;116.3003847,39.9876728;116.3003827,39.9880084;116.3003839,39.9880782;116.3003814,39.9882194;116.3003753,39.9885079;116.3003861,39.9886754;116.3004512,39.9891884;116.3004238,39.9896096;116.3003723,39.9897967;116.3003691,39.9898287;116.3003354,39.9902094;116.3003059,39.9906465;116.3003032,39.9907038;116.3002963,39.9908353;116.30029,39.9909268;116.3002893,39.9911446"
way/240825494,LineString,,footway,6,"116.2994191,39.9927301;116.3001947,39.9927282;116.3001954,39.992616;116.3001997,39.9924657;116.2994706,39.9924595;116.2994246,39.9924591"
way/240825496,LineString,西门路,service,10,"116.2987583,39.9933046;116.2987794,39.9932582;116.298787,39.9932102;116.2987768,39.9931559;116.2987586,39.9930813;116.2986805,39.9927603;116.2986762,39.9926882;116.2986863,39.9925899;116.2987009,39.9924869;116.2988164,39.99167"
way/240825498,LineString,颐和园路,tertiary,12,"116.2983944,39.9933053;116.2983973,39.9932336;116.2983974,39.9932307;116.2984,39.9931647;116.2984019,39.9931168;116.2984085,39.9927444;116.2984265,39.9926166;116.2984423,39.9925046;116.2984739,39.9922815;116.2985615,39.9916896;116.2985979,39.9914142;116.2986565,39.9908872"
way/240825501,LineString,,cycleway,3,"116.2985442,39.9933062;116.2985947,39.9933065;116.2986555,39.9933058"
way/240825504,LineString,,footway,5,"116.2993652,39.9930361;116.3002032,39.9930371;116.3001478,39.9931125;116.3001454,39.993292;116.3001288,39.993623"
way/240825506,LineString,,pedestrian,7,"116.2997883,39.9933725;116.2997892,39.9933071;116.2997902,39.9932243;116.2999504,39.9932255;116.2999495,39.9932952;116.2999485,39.9933737;116.2997883,39.9933725"
way/240825508,LineString,,pedestrian,2,"116.2999495,39.9932952;116.3001454,39.993292"
way/240825510,LineString,,pedestrian,2,"116.2997892,39.9933071;116.2991786,39.9933027"
way/240825512,LineString,未名湖西路,service,18,"116.3005549,39.9946264;116.3005832,39.9937145;116.3005837,39.9936661;116.300666,39.9936346;116.3006773,39.9932778;116.300681,39.9931617;116.3006261,39.9930096;116.3006002,39.9928621;116.3006205,39.9924763;116.3006418,39.9923631;116.3006844,39.9922729;116.3007507,39.9921791;116.3008391,39.9920485;116.3007592,39.9917378;116.3006844,39.9915941;116.3005059,39.9912958;116.3003872,39.9912115;116.3002893,39.9911446"
way/240825515,LineString,,footway,6,"116.3002032,39.9930371;116.3002124,39.9929307;116.3002428,39.9929163;116.3002847,39.9928864;116.3003113,39.9928439;116.3006002,39.9928621"
way/240825517,LineString,,footway,4,"116.3003113,39.9928439;116.3002814,39.9928028;116.3002468,39.9927636;116.3001947,39.9927282"
way/240825518,LineString,,footway,4,"116.3001997,39.9924657;116.3003467,39.9923448;116.3004926,39.9922512;116.3008391,39.9920485"
way/240825522,LineString,静园路,service,6,"116.3004238,39.9896096;116.3016917,39.9896332;116.3020321,39.9896352;116.3024903,39.9896379;116.3030357,39.9896433;116.303555,39.9896484"
way/240825524,LineString,艺园路,service,6,"116.3011085,39.9874339;116.3011294,39.9870623;116.3011334,39.9869915;116.301141,39.9868563;116.3011578,39.9865584;116.3011699,39.9860252"
way/240825526,LineString,康河大道,service,9,"116.3023369,39.9874835;116.3023424,39.9873458;116.3023481,39.9872019;116.3023564,39.9869929;116.3023643,39.9867924;116.3023719,39.9866009;116.3023781,39.9865026;116.3023923,39.9862773;116.3024061,39.9860568"
